account_id,account_name,account_description,industry,segment,region,nr_employees,days_to_next_renewal,days_since_last_sales_activity,nr_support_tickets,ai_usage,nr_active_users,nr_licensed_seats,current_revenue,call_transcript_summary,revenue_end_of_quarter
ACC-0545,Sync Learn Solutions,Operates a network of language schools with immersive learning methodologies.,Education,Enterprise,LATAM,23680,184,94,5,0.0,1084,1829,1141313.26,No escalations this quarter. COO mentioned the team is comfortable with current functionality.,1141313.26
ACC-0546,Onyx Digital Co,Builds developer productivity platforms with integrated CI/CD pipelines.,Technology,Mid-Market,NA,973,203,63,2,0.791,78,120,24604.48,"Client is consolidating on our platform, replacing Gong. Expected to add 34+ seats.",32817.32
ACC-0547,Nova Deal HQ,Manages a marketplace platform connecting independent artisans with consumers.,Retail,Enterprise,EMEA,24837,202,102,8,0.079,573,1236,915388.4,Upsell discussion went very well. CMO has internal buy-in and wants to fast-track 435 new seats.,1307390.96
ACC-0548,Onyx Iron Labs,Runs a sheet metal fabrication shop serving HVAC and electrical enclosure markets.,Manufacturing,SMB,EMEA,65,212,25,2,0.806,25,36,2848.25,Client saw great results in engineering and wants to extend to two more teams. Discussing 14 seat add-on.,3201.97
ACC-0549,Prism Style Ventures,Provides drop-shipping fulfillment and logistics for small e-commerce businesses.,Retail,SMB,NA,95,88,78,7,0.398,25,36,7164.09,,7164.09
ACC-0550,Zeta Alloy Hub,Manufactures steel structural components for commercial construction projects.,Manufacturing,Mid-Market,NA,1864,233,114,9,0.056,55,137,70170.08,Solid account. finance uses it consistently. CTO may revisit expansion in Q3.,70170.08
ACC-0551,Titan Learn Platform,Develops adaptive learning software for K-12 school districts.,Education,SMB,LATAM,175,114,128,4,0.0,7,15,9928.14,Account raised concerns about ROI. They've seen limited adoption across sales and may not renew.,0.0
ACC-0552,Terra Fund Partners,Provides algorithmic trading platforms for institutional asset managers.,Finance,Enterprise,NA,6028,120,42,2,0.561,1319,1687,1250624.12,Executive sponsor VP of Sales is championing a company-wide expansion. Budget already approved for 464 new seats.,1760250.61
ACC-0553,Zeta Learn Hub,Provides student information systems and enrollment management for universities.,Education,Mid-Market,EMEA,1963,219,109,3,0.229,16,32,55432.71,Account is using the platform as expected. customer success adoption is moderate. No new asks.,55432.71
ACC-0554,Wave Trust Analytics,Provides algorithmic trading platforms for institutional asset managers.,Finance,Enterprise,APAC,15313,108,58,2,0.308,436,692,1319126.79,Brief call with COO. Budget is flat for next year. Happy but no plans to expand seats.,1319126.79
ACC-0555,Apex Media Inc,Produces original podcast content and operates an advertising network.,Media,Mid-Market,NA,495,48,30,5,0.35,89,130,20831.85,Brief call with CTO. Budget is flat for next year. Happy but no plans to expand seats.,20831.85
ACC-0556,Vivid Store Group,Runs a direct-to-consumer e-commerce brand for sustainable home goods.,Retail,SMB,EMEA,176,202,101,8,0.01,17,32,15227.29,Routine QBR completed. Account is satisfied with current usage across customer success. No expansion planned.,15227.29
ACC-0557,Rapid Academy Global,Provides learning management systems tailored for healthcare continuing education.,Education,SMB,LATAM,127,189,27,5,0.634,20,39,3061.56,Champion CTO got promoted and is now pushing adoption across all of marketing. Requesting 6 seats.,4291.51
ACC-0558,Crest Press Platform,Builds audience engagement and subscription monetization tools for publishers.,Media,Mid-Market,EMEA,1355,170,43,1,0.588,41,74,53701.88,"Account is in maintenance mode. CFO sees us as a reliable tool, not a strategic priority.",53701.88
ACC-0559,Nexus Tutor Global,Builds virtual classroom tools with real-time collaboration features.,Education,Mid-Market,NA,1505,64,10,3,0.466,46,52,53658.71,Strong adoption metrics led CMO to propose adding 17 seats before end of quarter.,75205.37
ACC-0560,Bolt Academy Dynamics,Develops AI-powered tutoring assistants for STEM subjects.,Education,SMB,NA,38,182,80,6,0.163,2,8,4037.91,Renewal conversation went smoothly. CTO confirmed they plan to continue at the current level.,4037.91
ACC-0561,Prism Store Group,Offers personalized product recommendation engines for online fashion retailers.,Retail,SMB,LATAM,89,77,78,1,0.18,20,35,6726.3,Quick check-in — everything running smoothly. COO is focused on other priorities this quarter.,6726.3
ACC-0562,Bolt Data Analytics,Creates low-code automation tools for internal business workflows.,Technology,SMB,NA,30,163,56,2,0.049,24,37,2865.95,Renewal conversation went smoothly. COO confirmed they plan to continue at the current level.,2865.95
ACC-0563,Alpha Cart Analytics,Provides inventory management and demand forecasting tools for omnichannel retailers.,Retail,Mid-Market,EMEA,526,152,117,3,0.299,38,121,51315.89,,0.0
ACC-0564,Rune Pulse Labs,Runs clinical trial management services for pharmaceutical companies.,Healthcare,SMB,NA,33,216,31,0,0.48,22,40,16111.13,Exciting call with CFO. They want to roll out to operations — requesting 18 additional seats.,22911.0
ACC-0565,Delta Press Networks,Produces original podcast content and operates an advertising network.,Media,Mid-Market,EMEA,294,265,83,3,0.01,50,87,69817.12,"Account is in maintenance mode. VP of Sales sees us as a reliable tool, not a strategic priority.",69817.12
ACC-0566,Quant Vita Studio,Offers population health analytics for insurance providers and health systems.,Healthcare,SMB,LATAM,166,75,139,5,0.323,9,15,12447.32,Account is using the platform as expected. sales adoption is moderate. No new asks.,12447.32
ACC-0567,Apex Bio Labs,Builds pharmacy management software for independent and chain pharmacies.,Healthcare,Mid-Market,EMEA,1683,57,131,9,0.017,9,34,54768.34,Usage has dropped significantly in marketing. Client acknowledged they haven't prioritized adoption.,0.0
ACC-0568,Terra Health Systems,Offers population health analytics for insurance providers and health systems.,Healthcare,SMB,LATAM,63,163,83,8,0.103,6,13,17900.86,No escalations this quarter. CTO mentioned the team is comfortable with current functionality.,17900.86
ACC-0569,Quant Forge Works,Operates contract manufacturing facilities for consumer electronics brands.,Manufacturing,Enterprise,NA,8297,259,83,5,0.0,199,945,1222470.12,Competitor Gong ran a demo for their engineering team last week. Decision expected before renewal.,0.0
ACC-0570,Nexus Store Partners,Specializes in supply chain visibility solutions for fast-moving consumer goods.,Retail,Mid-Market,EMEA,540,68,75,2,0.094,53,84,43099.28,Solid account. HR uses it consistently. CFO may revisit expansion in Q3.,43099.28
ACC-0571,Crest Reel Works,Develops augmented reality content creation tools for marketing campaigns.,Media,SMB,LATAM,192,147,29,5,0.0,6,14,18413.69,Routine QBR completed. Account is satisfied with current usage across operations. No expansion planned.,18413.69
ACC-0572,Crest Wealth Group,Specializes in wealth management software for independent financial advisors.,Finance,SMB,EMEA,161,128,40,8,0.0,19,40,4398.7,Quick check-in — everything running smoothly. CMO is focused on other priorities this quarter.,4398.7
ACC-0573,Ionic Gene Co,Provides telemedicine platforms connecting patients with specialists remotely.,Healthcare,Mid-Market,NA,1609,106,44,10,0.01,89,154,53482.46,,53482.46
ACC-0574,Bolt Digital Corp,Delivers API management and gateway solutions for microservices architectures.,Technology,SMB,LATAM,109,190,19,0,0.749,4,5,11510.61,Executive sponsor VP of Sales is championing a company-wide expansion. Budget already approved for 19 new seats.,13914.39
ACC-0575,Delta Pixel Partners,Provides AI-powered cybersecurity monitoring for mid-size companies.,Technology,SMB,NA,33,101,0,0,0.72,6,10,5778.82,"Client is consolidating on our platform, replacing Salesforce. Expected to add 18+ seats.",8135.49
ACC-0576,Peak Ledger Analytics,Operates a cross-border payment processing network for e-commerce merchants.,Finance,Mid-Market,EMEA,1987,148,29,9,0.568,86,145,40571.36,Strategic planning session with COO. They see us as core infrastructure for finance going forward.,60569.5
ACC-0577,Quant Story Analytics,Offers social media management and analytics tools for brand marketers.,Media,Mid-Market,LATAM,1277,233,81,7,0.0,119,180,72573.58,No escalations this quarter. Director of Engineering mentioned the team is comfortable with current functionality.,72573.58
ACC-0578,Quant Goods IO,Develops point-of-sale and loyalty program software for brick-and-mortar stores.,Retail,Mid-Market,NA,1447,121,97,5,0.374,102,169,69215.16,,69215.16
ACC-0579,Peak View HQ,Runs a stock photography and video marketplace for creative professionals.,Media,SMB,NA,120,35,68,9,0.01,11,44,8510.32,Quick check-in — everything running smoothly. VP of Sales is focused on other priorities this quarter.,8510.32
ACC-0580,Nova Pixel Global,Develops cloud-based infrastructure tools for enterprise DevOps teams.,Technology,Mid-Market,NA,1334,243,61,2,0.462,50,118,61271.23,Mid-quarter sync. CTO is happy with support response times. No changes planned.,61271.23
ACC-0581,Apex Pixel Studio,Builds developer productivity platforms with integrated CI/CD pipelines.,Technology,Mid-Market,NA,1322,96,46,1,0.863,142,182,33193.23,Upsell discussion went very well. Director of Engineering has internal buy-in and wants to fast-track 64 new seats.,39878.86
ACC-0582,Nova Edu IO,Develops adaptive learning software for K-12 school districts.,Education,SMB,NA,197,216,10,2,0.0,15,31,15579.76,"Support tickets are low. HR team uses it daily. Stable relationship, nothing urgent.",15579.76
ACC-0583,Alpha Code HQ,Offers SaaS-based data integration and ETL solutions for analytics teams.,Technology,SMB,APAC,83,213,27,0,0.655,14,21,17616.47,Account achieved measurable ROI — CFO is using this to justify expansion to HR leadership.,24904.03
ACC-0584,Ultra Logic Works,Specializes in real-time data streaming platforms for event-driven architectures.,Technology,SMB,NA,109,156,121,10,0.039,6,21,5119.56,No escalations this quarter. VP of Sales mentioned the team is comfortable with current functionality.,5119.56
ACC-0585,Nexus Asset Systems,Offers digital banking infrastructure for community banks and credit unions.,Finance,SMB,APAC,151,51,148,3,0.336,10,31,9570.22,Check-in was positive but brief. engineering team has embedded the tool in their workflow.,9570.22
ACC-0586,Nexus Stream Studio,Offers social media management and analytics tools for brand marketers.,Media,SMB,NA,168,258,27,3,0.465,3,5,3257.09,Quick check-in — everything running smoothly. Head of Operations is focused on other priorities this quarter.,3257.09
ACC-0587,Wave Frame Analytics,Develops digital twin platforms for factory floor simulation and optimization.,Manufacturing,SMB,NA,132,194,99,5,0.165,8,13,15847.94,Solid account. operations uses it consistently. CFO may revisit expansion in Q3.,15847.94
ACC-0588,Crest Logic Inc,Builds machine learning operations tooling for data science teams.,Technology,SMB,NA,29,132,8,0,,35,45,11821.54,Client running an internal case study on our impact. CFO plans to use it to expand to finance.,15864.27
ACC-0589,Crest Brain AI,Operates an online learning platform offering professional certification courses.,Education,Mid-Market,APAC,353,235,0,3,,27,39,62753.52,Exciting call with CFO. They want to roll out to finance — requesting 81 additional seats.,75883.96
ACC-0590,Beta Tutor Hub,Specializes in early childhood education curriculum and assessment tools.,Education,Mid-Market,EMEA,1177,219,76,3,0.537,114,174,79958.21,"Support tickets are low. customer success team uses it daily. Stable relationship, nothing urgent.",79958.21
ACC-0591,Alpha Study Labs,Operates an online learning platform offering professional certification courses.,Education,Mid-Market,NA,210,213,53,1,0.376,36,72,29911.25,Friendly call. Client appreciates the stability of the platform. No risk signals detected.,29911.25
ACC-0592,Astra Press Labs,Builds audience engagement and subscription monetization tools for publishers.,Media,SMB,LATAM,121,70,47,3,0.27,24,45,17373.6,Brief call with CTO. Budget is flat for next year. Happy but no plans to expand seats.,17373.6
ACC-0593,Spark Cure Inc,Provides mental health and wellness platforms for employer-sponsored programs.,Healthcare,Mid-Market,EMEA,1264,182,46,5,0.293,16,29,85893.96,Check-in was positive but brief. engineering team has embedded the tool in their workflow.,85893.96
ACC-0594,Wynd Lens Systems,Runs a stock photography and video marketplace for creative professionals.,Media,Mid-Market,NA,279,98,35,2,0.394,28,37,25062.69,CTO asked about enterprise pricing tiers. They're planning to double their usage in finance.,30519.91
ACC-0595,Luma Pay Studio,Develops fraud detection and compliance monitoring solutions for payments.,Finance,Mid-Market,LATAM,1926,48,109,4,0.107,96,156,62904.85,Client said they're consolidating vendors and our overlap with Outreach makes us expendable.,7616.93
ACC-0596,Vertex Skill Solutions,Provides student information systems and enrollment management for universities.,Education,Mid-Market,NA,360,111,76,10,0.086,52,94,92308.98,Account mentioned considering Slack integration upgrades but not until next fiscal year.,92308.98
ACC-0597,Lynx Build Solutions,Develops digital twin platforms for factory floor simulation and optimization.,Manufacturing,Mid-Market,NA,1004,55,129,9,0.044,34,171,24609.88,Account raised concerns about ROI. They've seen limited adoption across finance and may not renew.,0.0
ACC-0598,Jade Study Ventures,Develops AI-powered tutoring assistants for STEM subjects.,Education,SMB,EMEA,127,55,120,6,0.442,15,32,15900.81,No escalations this quarter. COO mentioned the team is comfortable with current functionality.,15900.81
ACC-0599,Sage Works Global,Operates contract manufacturing facilities for consumer electronics brands.,Manufacturing,SMB,NA,179,205,96,4,,9,29,19694.1,Contract review meeting was cancelled twice. COO is reportedly exploring lighter-weight alternatives.,3884.41
ACC-0600,Rune Mold Global,Produces precision-machined components for the aerospace and defense industry.,Manufacturing,Enterprise,NA,48254,150,60,1,0.177,888,1403,297871.72,Brief call with COO. Budget is flat for next year. Happy but no plans to expand seats.,297871.72
ACC-0601,Wave Frame Systems,Provides predictive maintenance solutions for heavy industrial equipment.,Manufacturing,Enterprise,APAC,21277,125,79,5,0.301,175,476,1669866.68,"Support tickets are low. marketing team uses it daily. Stable relationship, nothing urgent.",1669866.68
ACC-0602,Terra Skill Platform,Specializes in early childhood education curriculum and assessment tools.,Education,Mid-Market,NA,604,76,90,4,0.125,67,199,27867.14,Annual review meeting. The account values reporting tool but isn't looking to grow usage right now.,27867.14
ACC-0603,Titan Mentor IO,Offers corporate training and upskilling platforms for Fortune 500 companies.,Education,SMB,APAC,195,215,155,4,0.326,3,9,15740.97,Key stakeholder expressed disappointment during QBR. They expected more impact in engineering.,3160.88
ACC-0604,Astra Pixel Global,Builds machine learning operations tooling for data science teams.,Technology,SMB,LATAM,72,182,76,2,0.462,4,7,3234.08,Friendly call. Client appreciates the stability of the platform. No risk signals detected.,3234.08
ACC-0605,Kova Edu Networks,Develops AI-powered tutoring assistants for STEM subjects.,Education,Enterprise,EMEA,34267,171,15,0,0.849,1546,1788,1620854.64,"Client is consolidating on our platform, replacing Outreach. Expected to add 486+ seats.",2117781.08
ACC-0606,Ionic Deal Labs,Runs a subscription box service for curated health and wellness products.,Retail,SMB,APAC,157,75,59,8,0.199,24,44,13709.24,Check-in was positive but brief. operations team has embedded the tool in their workflow.,13709.24
ACC-0607,Beta Fund Global,Provides algorithmic trading platforms for institutional asset managers.,Finance,Enterprise,APAC,49820,59,35,2,0.656,546,712,1821995.06,Strong adoption metrics led VP of Sales to propose adding 116 seats before end of quarter.,2565356.2
ACC-0608,Core Cart Corp,Builds retail analytics dashboards tracking foot traffic and conversion rates.,Retail,Mid-Market,LATAM,759,59,78,2,0.322,39,73,42040.87,"Check-in with VP of Sales. Steady usage, no complaints. They'll re-evaluate at next renewal cycle.",42040.87
ACC-0609,Forge Cast HQ,Runs a stock photography and video marketplace for creative professionals.,Media,SMB,NA,122,36,19,4,0.501,30,44,14254.81,Strong adoption metrics led Head of Operations to propose adding 6 seats before end of quarter.,15863.64
ACC-0610,Forge Media Networks,Offers social media management and analytics tools for brand marketers.,Media,Enterprise,NA,38784,263,62,6,0.502,1158,1801,396212.45,Quick check-in — everything running smoothly. CTO is focused on other priorities this quarter.,396212.45
ACC-0611,Kova Learn Solutions,Builds virtual classroom tools with real-time collaboration features.,Education,Enterprise,EMEA,25467,118,26,3,0.54,1512,1909,1264210.1,New use case identified in sales. Head of Operations requesting scoping call for 323 additional licenses.,1548347.13
ACC-0612,Sage Brand Studio,Builds retail analytics dashboards tracking foot traffic and conversion rates.,Retail,Mid-Market,EMEA,1933,188,113,1,0.0,54,140,93124.85,Key stakeholder expressed disappointment during QBR. They expected more impact in engineering.,0.0
ACC-0613,Wave Academy Corp,Operates a network of language schools with immersive learning methodologies.,Education,SMB,NA,41,266,55,5,0.584,15,22,14952.35,Champion CFO got promoted and is now pushing adoption across all of sales. Requesting 16 seats.,22093.44
ACC-0614,Ionic Capital HQ,Provides real-time risk analytics for derivatives and fixed-income portfolios.,Finance,SMB,EMEA,15,255,28,0,0.374,29,33,16179.55,Cross-sell opportunity: CTO wants analytics suite for operations. Initial ask is 19 seats.,20345.14
ACC-0615,Quant Build IO,Produces precision-machined components for the aerospace and defense industry.,Manufacturing,SMB,NA,68,107,40,3,0.448,34,45,14241.1,"Client is consolidating on our platform, replacing HubSpot. Expected to add 3+ seats.",21220.9
ACC-0616,Beta Mill Solutions,Manufactures steel structural components for commercial construction projects.,Manufacturing,Enterprise,LATAM,26320,148,64,13,0.181,100,228,447966.66,Routine QBR completed. Account is satisfied with current usage across finance. No expansion planned.,447966.66
ACC-0617,Sage Gene Analytics,Specializes in medical billing automation and revenue cycle management.,Healthcare,Enterprise,NA,46863,141,17,0,0.0,1371,1912,1940435.9,Brief call with Head of Operations. Budget is flat for next year. Happy but no plans to expand seats.,1940435.9
ACC-0618,Ultra Pharma Platform,Operates a network of outpatient clinics focused on preventive care.,Healthcare,SMB,NA,19,38,94,4,0.28,23,48,2662.39,Brief call with VP of Sales. Budget is flat for next year. Happy but no plans to expand seats.,2662.39
ACC-0619,Lynx Logic Group,Provides edge computing infrastructure for IoT device management.,Technology,Mid-Market,NA,1564,215,77,11,0.394,39,88,80773.82,"Account is in maintenance mode. COO sees us as a reliable tool, not a strategic priority.",80773.82
ACC-0620,Crest Stack AI,Builds developer productivity platforms with integrated CI/CD pipelines.,Technology,SMB,NA,73,168,3,5,0.899,28,38,3546.36,Client running an internal case study on our impact. COO plans to use it to expand to HR.,4972.4
ACC-0621,Unity Brand Dynamics,Builds retail analytics dashboards tracking foot traffic and conversion rates.,Retail,SMB,NA,71,119,50,5,0.066,15,32,4571.65,Mid-quarter sync. CTO is happy with support response times. No changes planned.,4571.65
ACC-0622,Velo Market Partners,Manages a marketplace platform connecting independent artisans with consumers.,Retail,Enterprise,NA,37959,164,59,7,0.0,814,1037,555402.83,Solid account. marketing uses it consistently. CTO may revisit expansion in Q3.,555402.83
ACC-0623,Xenon Vita HQ,Manufactures diagnostic imaging equipment for radiology departments.,Healthcare,SMB,NA,13,207,136,10,0.0,2,7,3440.35,Usage has dropped significantly in HR. Client acknowledged they haven't prioritized adoption.,0.0
ACC-0624,Orbit Equity Systems,Provides algorithmic trading platforms for institutional asset managers.,Finance,Enterprise,NA,13852,33,6,3,0.0,1178,1830,1514827.33,Cross-sell opportunity: VP of Sales wants dashboard module for marketing. Initial ask is 274 seats.,1926350.42
ACC-0625,Delta Craft Co,Produces precision-machined components for the aerospace and defense industry.,Manufacturing,Mid-Market,NA,817,185,71,6,0.0,115,187,57599.19,Renewal conversation went smoothly. CTO confirmed they plan to continue at the current level.,57599.19
ACC-0626,Astra Pulse Group,Develops wearable health monitoring devices for chronic disease management.,Healthcare,Mid-Market,NA,1431,237,23,3,0.0,51,94,48672.58,Check-in was positive but brief. customer success team has embedded the tool in their workflow.,48672.58
ACC-0627,Apex Fin Studio,Runs a peer-to-peer lending marketplace for small business loans.,Finance,Mid-Market,NA,1705,205,57,4,0.575,102,130,48124.75,No escalations this quarter. COO mentioned the team is comfortable with current functionality.,48124.75
ACC-0628,Rapid Capital Studio,Develops regulatory reporting tools for broker-dealers and investment firms.,Finance,SMB,NA,168,179,36,6,0.658,26,38,16423.71,Strong adoption metrics led COO to propose adding 12 seats before end of quarter.,18916.45
ACC-0629,Peak Store Systems,Provides inventory management and demand forecasting tools for omnichannel retailers.,Retail,SMB,NA,39,51,91,10,0.01,15,44,6370.42,Team morale issue: engineering users find the tool frustrating. Internal NPS is reportedly very low.,0.0
ACC-0630,Jade Wealth Networks,Operates a cross-border payment processing network for e-commerce merchants.,Finance,SMB,NA,196,209,35,4,0.487,19,28,6022.0,Champion CTO got promoted and is now pushing adoption across all of HR. Requesting 5 seats.,6750.31
ACC-0631,Astra Academy Hub,Operates a network of language schools with immersive learning methodologies.,Education,SMB,NA,79,210,79,4,0.51,2,6,14740.86,"Support tickets are low. HR team uses it daily. Stable relationship, nothing urgent.",14740.86
ACC-0632,Prism Fin Analytics,Offers digital banking infrastructure for community banks and credit unions.,Finance,Mid-Market,APAC,1402,149,57,5,0.327,64,118,77914.18,Mid-quarter sync. VP of Sales is happy with support response times. No changes planned.,77914.18
ACC-0633,Nova Shop Systems,Specializes in supply chain visibility solutions for fast-moving consumer goods.,Retail,Enterprise,LATAM,43826,170,84,1,0.195,158,266,1991499.74,Mid-quarter sync. CMO is happy with support response times. No changes planned.,1991499.74
ACC-0634,Flux Asset Ventures,Operates a cross-border payment processing network for e-commerce merchants.,Finance,SMB,LATAM,173,179,114,8,0.352,21,49,10370.0,Support escalation unresolved for 3 weeks. Client threatened to cancel if Slack integration issues aren't fixed.,0.0
ACC-0635,Onyx Care Hub,Manufactures diagnostic imaging equipment for radiology departments.,Healthcare,SMB,EMEA,34,59,139,9,0.164,24,43,6384.23,Check-in was positive but brief. finance team has embedded the tool in their workflow.,6384.23
ACC-0636,Bolt Frame Systems,Produces precision-machined components for the aerospace and defense industry.,Manufacturing,Mid-Market,EMEA,362,92,115,13,0.01,67,152,90338.07,Quick check-in — everything running smoothly. VP of Sales is focused on other priorities this quarter.,90338.07
ACC-0637,Nova Health Networks,Provides mental health and wellness platforms for employer-sponsored programs.,Healthcare,Mid-Market,NA,1948,220,14,1,0.312,102,166,84941.93,No escalations this quarter. Head of Operations mentioned the team is comfortable with current functionality.,84941.93
ACC-0638,Astra Equity Works,Specializes in wealth management software for independent financial advisors.,Finance,Mid-Market,APAC,1997,264,95,4,0.189,60,103,85599.2,Product feedback session — they'd like improvements to automation engine but overall satisfied.,85599.2
ACC-0639,Onyx Academy Systems,Operates an online learning platform offering professional certification courses.,Education,Enterprise,APAC,7581,95,3,1,0.651,965,1412,351657.66,CTO mentioned board-level visibility for our product. Planning expansion into operations.,420260.27
ACC-0640,Spark Cast Dynamics,Develops augmented reality content creation tools for marketing campaigns.,Media,SMB,APAC,42,126,62,4,0.0,7,10,15894.6,Routine QBR completed. Account is satisfied with current usage across HR. No expansion planned.,15894.6
ACC-0641,Mira Works Networks,Manufactures steel structural components for commercial construction projects.,Manufacturing,Mid-Market,LATAM,383,250,78,3,0.345,82,132,61550.09,"Support tickets are low. operations team uses it daily. Stable relationship, nothing urgent.",61550.09
ACC-0642,Core Lens IO,Runs a digital publishing platform for independent journalists and newsletters.,Media,SMB,EMEA,125,69,68,1,0.746,40,45,13872.63,Cross-sell opportunity: CTO wants reporting tool for HR. Initial ask is 5 seats.,20566.37
ACC-0643,Orbit Study Co,Provides student information systems and enrollment management for universities.,Education,SMB,APAC,118,92,88,5,0.063,9,22,9450.77,The COO mentioned the board is pushing for a 20% software spend reduction across all departments.,0.0
ACC-0644,Onyx Deal Platform,Runs a direct-to-consumer e-commerce brand for sustainable home goods.,Retail,SMB,APAC,161,43,,4,0.345,17,32,15684.96,Annual review meeting. The account values analytics suite but isn't looking to grow usage right now.,15684.96
ACC-0645,Unity Mentor HQ,Operates a network of language schools with immersive learning methodologies.,Education,Mid-Market,NA,1524,86,154,10,0.131,50,121,60700.87,Product feedback session — they'd like improvements to API access but overall satisfied.,60700.87
ACC-0646,Onyx Fund Works,Provides algorithmic trading platforms for institutional asset managers.,Finance,Mid-Market,LATAM,810,183,96,6,0.564,98,150,76421.16,Solid account. finance uses it consistently. VP of Sales may revisit expansion in Q3.,76421.16
ACC-0647,Titan Store Partners,Runs a subscription box service for curated health and wellness products.,Retail,SMB,NA,156,113,0,2,0.0,27,42,3125.93,Executive sponsor CTO is championing a company-wide expansion. Budget already approved for 5 new seats.,4050.27
ACC-0648,Jade Cart Platform,Manages a marketplace platform connecting independent artisans with consumers.,Retail,SMB,LATAM,74,266,59,8,0.283,27,38,11247.69,Friendly call. Client appreciates the stability of the platform. No risk signals detected.,11247.69
ACC-0649,Rune Play Hub,Builds audience engagement and subscription monetization tools for publishers.,Media,Mid-Market,APAC,1601,244,46,8,0.422,24,33,74320.8,Head of Operations asked about enterprise pricing tiers. They're planning to double their usage in customer success.,92915.66
ACC-0650,Flux Tutor Corp,Develops AI-powered tutoring assistants for STEM subjects.,Education,SMB,NA,106,245,79,10,0.01,11,37,11425.29,Key stakeholder expressed disappointment during QBR. They expected more impact in engineering.,0.0
ACC-0651,Crest Brand HQ,Builds retail analytics dashboards tracking foot traffic and conversion rates.,Retail,Enterprise,APAC,30990,205,84,4,0.614,1272,1608,670471.41,Solid account. marketing uses it consistently. CTO may revisit expansion in Q3.,670471.41
ACC-0652,Quant Iron Solutions,Manufactures industrial automation equipment including robotic assembly cells.,Manufacturing,SMB,NA,89,199,42,1,,10,14,8313.21,Director of Engineering asked about enterprise pricing tiers. They're planning to double their usage in HR.,10316.97
ACC-0653,Rune Thera Partners,Operates a network of outpatient clinics focused on preventive care.,Healthcare,Enterprise,APAC,17083,152,96,3,0.0,367,879,1422273.84,Renewal conversation went smoothly. CTO confirmed they plan to continue at the current level.,1422273.84
ACC-0654,Beta Brain Group,Develops adaptive learning software for K-12 school districts.,Education,Enterprise,APAC,16541,268,76,1,0.404,939,1706,1469744.56,Quick check-in — everything running smoothly. COO is focused on other priorities this quarter.,1469744.56
ACC-0655,Lynx Brand Analytics,Specializes in supply chain visibility solutions for fast-moving consumer goods.,Retail,Mid-Market,EMEA,406,52,44,3,0.587,34,51,49297.37,Mid-quarter sync. CMO is happy with support response times. No changes planned.,49297.37
ACC-0656,Orbit Trade Networks,Manages a marketplace platform connecting independent artisans with consumers.,Retail,Enterprise,LATAM,25813,204,4,1,0.387,382,400,1404775.98,Cross-sell opportunity: Head of Operations wants Slack integration for operations. Initial ask is 119 seats.,1982981.12
ACC-0657,Zeta Brain Works,Operates an online learning platform offering professional certification courses.,Education,Enterprise,NA,36965,63,149,6,0.171,249,571,1098235.17,,0.0
ACC-0658,Nexus Craft AI,Operates contract manufacturing facilities for consumer electronics brands.,Manufacturing,Enterprise,NA,26862,111,14,0,,1306,1604,1374784.62,,1752803.65
ACC-0659,Nova Stack Studio,Specializes in real-time data streaming platforms for event-driven architectures.,Technology,Mid-Market,EMEA,1790,91,9,1,1.0,71,73,46629.34,Exciting call with VP of Sales. They want to roll out to operations — requesting 20 additional seats.,66597.34
ACC-0660,Beta Wealth IO,Offers automated accounts payable and receivable solutions for mid-market firms.,Finance,SMB,NA,73,174,26,1,0.408,21,34,11890.42,"Check-in with Head of Operations. Steady usage, no complaints. They'll re-evaluate at next renewal cycle.",11890.42
ACC-0661,Peak Bio Platform,Manufactures diagnostic imaging equipment for radiology departments.,Healthcare,Enterprise,EMEA,13098,219,57,1,0.435,169,283,1760584.02,Check-in was positive but brief. HR team has embedded the tool in their workflow.,1760584.02
ACC-0662,Luma Campus Dynamics,Operates a network of language schools with immersive learning methodologies.,Education,SMB,NA,178,49,95,6,0.125,16,28,10520.5,Mid-quarter sync. COO is happy with support response times. No changes planned.,10520.5
ACC-0663,Mira Digital IO,Builds machine learning operations tooling for data science teams.,Technology,SMB,NA,24,174,8,0,0.623,10,13,8785.89,Exciting call with COO. They want to roll out to HR — requesting 17 additional seats.,9679.06
ACC-0664,Titan Gene Hub,Develops wearable health monitoring devices for chronic disease management.,Healthcare,Enterprise,EMEA,47074,83,36,1,0.108,400,732,614397.8,Renewal conversation went smoothly. Director of Engineering confirmed they plan to continue at the current level.,614397.8
ACC-0665,Titan Frame Partners,Provides predictive maintenance solutions for heavy industrial equipment.,Manufacturing,Enterprise,LATAM,32877,48,36,5,0.413,801,1178,978323.18,No escalations this quarter. Director of Engineering mentioned the team is comfortable with current functionality.,978323.18
ACC-0666,Spark Works Ventures,Produces specialty chemicals and coatings for semiconductor fabrication.,Manufacturing,SMB,NA,30,130,59,2,0.761,37,45,18944.19,Exciting call with VP of Sales. They want to roll out to marketing — requesting 16 additional seats.,27102.32
ACC-0667,Helix Deal Dynamics,Runs a subscription box service for curated health and wellness products.,Retail,SMB,LATAM,176,170,82,5,0.031,5,14,3801.9,Account is using the platform as expected. marketing adoption is moderate. No new asks.,3801.9
ACC-0668,Apex Story Dynamics,Builds audience engagement and subscription monetization tools for publishers.,Media,Mid-Market,EMEA,1929,78,53,5,0.261,62,161,99588.91,Quick check-in — everything running smoothly. CTO is focused on other priorities this quarter.,99588.91
